Energy_a5,Coefficient_of_Variance_a5,Energy_d5,Coefficient_of_Variance_d5,Energy_d4,Coefficient_of_Variance_d4,Energy_d3,Coefficient_of_Variance_d3,InterQuartile,MedianDeviation,Detection
47744.8029,1.4574,386.9861,-2.2546,801.6589,-22.6464,1107.193,-5.6615,14.0829,8.075,Non-Seizure
81976.325,14.2553,443.1143,116.4904,1280.6689,55.1063,1989.5736,95.9622,15.7138,9.7768,Non-Seizure
771741.8897,-7.4205,8228.3163,-35.4096,15642.8897,-13.7465,23197.0217,2.5623,71.5273,40.7495,Seizure
1396387.2428,-11.4538,13367.3194,-44.5434,27547.2521,-348.9737,88604.8831,5.9651,69.7181,44.9405,Seizure
353676.5365,-8.117,1979.7233,22.5633,6153.5678,-28.9585,8728.2656,4.8925,46.5892,25.7025,Seizure
744022.3869,5.4092,2125.6563,30.7939,5551.8173,-57.3655,7267.0886,-10.815,52.0762,29.0857,Seizure
1645999.6184,0.21119,7229.538,-44.6485,9175.904,-219.3246,11744.2603,25.3086,72.0454,41.6874,Seizure
2487390.4079,-1.943,361501.5255,-273.0525,415236.0536,-12.2677,380002.9899,-1.8704,105.8682,68.8829,Seizure
2536263.8301,-1.7889,143447.3758,41.5369,181766.5439,-40.2135,101037.6636,14.7952,91.5475,55.6533,Seizure
1630455.0678,-1.5011,47323.5008,-4.3809,75630.1588,-0.39658,108643.144,-25.9053,85.3724,48.296,Seizure
1289636.4145,0.14752,30305.886,13.1242,90572.3329,81.0686,77708.1118,-20.9354,72.4022,43.8512,Seizure
1328043.0161,-0.59865,71925.9313,15.25,181614.6106,48.7747,139766.006,2.7332,73.3535,45.3758,Seizure
1299509.8045,-0.67102,68491.6025,-4.6259,183352.4691,27.7637,113338.5228,4.8186,81.5756,50.4609,Seizure
3153361.9123,0.49186,346135.8436,51.247,786913.3109,-53.403,783379.5079,0.3552,117.4115,75.372,Seizure
1312005.8629,4.8161,474914.8483,77.2471,634073.5319,446.5532,403425.5087,-10.1761,114.583,69.7109,Seizure
2438785.3937,0.4825,407690.7469,87.2116,639065.1239,30.2045,578447.358,-15.1317,117.7852,72.5956,Seizure
2244724.0986,1.0679,540022.6437,18.5044,1117774.5501,-77,825833.0912,-4.2989,140.0478,83.1063,Seizure
3415545.4625,-0.62925,459964.5009,214.3524,892616.131,-51.4602,760945.9676,-3.9039,133.516,83.3688,Seizure
1375799.0569,-1.5858,424706.4583,-61.6196,637399.6785,-121.2871,575625.5959,-3.6464,124.2661,73.9868,Seizure
3205748.147,9.531,371286.1062,30.6737,780412.6641,-38.4663,555056.0106,-48.0621,136.302,84.8833,Seizure
1158689.8873,-4.4199,228207.6791,8.0537,396371.9654,-35.9768,453633.1789,7.1627,95.701,58.3959,Seizure
1650294.674,-1.0027,245807.5626,362.1621,451457.8005,24.718,375442.1488,10.1834,107.8728,63.4028,Seizure
1782848.5537,3.3705,212490.1445,49.6951,341540.4389,-33.8259,283685.261,10.3172,102.4537,61.3989,Seizure
3410025.1299,3.5923,149833.7994,-13.2498,329981.7048,-102.097,272968.8957,6.6979,89.7977,55.6892,Seizure
1610130.1051,4.5387,255566.0386,15.7913,666087.231,-34.2343,582390.1718,-1.2169,123.7734,77.1809,Seizure
1559269.2877,5.1882,126210.742,16.9599,342662.7562,-3.8603,246589.2063,5.6701,106.2505,66.7599,Seizure
2715782.2548,-0.73202,85206.8953,-25.4618,136791.328,-55.3694,157254.5596,-4.8592,99.6507,58.4729,Seizure
1947284.3907,-2.5393,88945.8435,6.8236,227436.2954,71.2557,243174.6135,26.9293,107.4566,61.1059,Seizure
2394521.5818,0.65841,241437.0591,4.371,525375.4434,79.2027,324800.2311,33.4805,108.4674,67.9649,Seizure
4049296.6046,-1.264,83154.3275,-4.7595,195805.58,-141.0397,185049.823,-2.3273,126.4235,78.3018,Seizure
1383126.8942,16.2895,158169.8005,172.9657,287213.2239,79.3581,259855.1099,-1.2101,99.0561,60.1469,Seizure
2537734.0198,2.3918,117123.9967,-11.6737,260646.7445,-144.4758,325430.8739,-16.2251,109.4017,63.9931,Seizure
2157047.7107,-13.9251,80518.1647,-35.5856,175760.3458,11.8546,124678.6451,-10.1199,83.0026,51.3758,Seizure
1125433.6931,13.9304,77902.4232,312.8071,154148.6581,-47.0403,174128.2141,32.6047,84.2087,48.7264,Seizure
1496731.0794,-5.9492,63823.6746,2.0118,159312.4807,-28.5989,162714.5053,-49.7935,84.7184,54.4756,Seizure
1150000.9314,-0.79843,93997.717,16.0146,216036.4314,-179.9795,131475.8705,-2.7544,91.7513,55.0252,Seizure
1065117.198,-1.677,93450.4481,-60.9461,189507.1624,-27.4068,195576.6734,-17.1935,81.7625,48.4497,Seizure
3418556.0292,-3.5265,45248.147,49.1926,152741.9428,346.3581,144367.1503,-1.0421,131.9955,74.942,Seizure
1416484.8425,4.1959,79262.1851,-35.8631,144153.4578,373.3436,144843.0713,142.5415,91.0039,54.8982,Seizure
2779252.9423,-0.11721,79084.8497,-70.624,175014.5434,68.2109,201803.4603,-111.4808,110.5144,70.8341,Seizure
1727767.1399,-1.3364,130004.1618,-15.6504,323511.4115,9.9097,233463.202,-3.2962,100.7209,58.5883,Seizure
4825049.187,0.42632,104420.7295,25.0542,247469.1737,-201.6636,229478.181,0.67466,158.7259,89.9026,Seizure
3060491.0938,4.0639,64942.7676,29.9175,159725.2714,23.049,162817.2533,14.1112,99.5403,58.9659,Seizure
1597689.6468,-10.3038,53385.7293,1129.7757,114521.4986,8.47,123292.0277,-41.726,90.18,54.5244,Seizure
1918318.7838,-3.7026,68929.1319,-28.7781,119700.622,-7.9449,110279.9514,8.1334,102.4707,64.971,Seizure
1342500.4148,4.4176,75414.6321,-10.7657,108028.1551,12.8409,83554.1184,-1.136,87.4279,51.2383,Seizure
2797342.7653,-1.1495,87760.4436,14.2262,193977.9158,-4.1013,211775.043,-3.2901,99.3959,59.4607,Seizure
2780918.3369,0.33006,58173.3373,31.5423,89602.3235,-6.0568,90016.3773,-0.53226,98.9967,61.6512,Seizure
3181695.082,-3.0435,17031.3001,133.577,46512.2095,323.9508,53050.3881,3.4265,112.1792,69.1265,Seizure
8251290.6814,-4.1707,46221.5243,-11.3109,83019.8286,73.3277,119499.5513,-24.6877,107.2273,68.4249,Seizure
5578174.6631,3.8065,73134.7061,-35.2597,150628.7541,40.9954,140148.9741,42.2775,116.698,71.636,Seizure
6719029.9617,539.6782,114087.311,87.7903,351972.2312,-62.3853,151722.6498,132.4145,137.4317,85.2053,Seizure
12800461.3267,-0.2785,32758.3616,-44.7398,142540.9611,32.4486,160000.7934,-39.6484,84.6334,57.4306,Seizure
1360219.7868,1.0958,31240.9564,11.1908,84181.9505,-165.0057,79277.6144,-10.2779,83.113,47.392,Seizure
512178.5733,2.2113,7755.9372,-0.78527,13488.8216,16.5879,12057.5459,2.0703,30.9349,24.3356,Non-Seizure
780889.9401,3.5892,16369.3785,-16.4918,26539.7353,-11.0433,19371.5895,10.3831,48.7891,30.3132,Non-Seizure
605809.0405,-21.8164,30677.5454,232.5449,38804.3483,-51.5531,25523.5761,-4.3633,42.648,24.819,Non-Seizure
684089.4394,-0.74358,71959.3287,-29.5779,101236.6634,22.7368,80801.5621,-9.4218,56.595,34.326,Non-Seizure
553918.7538,-3.7488,61481.5103,-271.0754,91178.7345,-1.0599,75691.5658,6.5942,46.5467,29.8793,Non-Seizure
290910.7989,-0.85606,43646.6066,-9.1067,70018.7602,27.4366,46029.4131,1.5608,37.5261,23.6158,Non-Seizure
356381.7189,0.89977,101275.8994,24.8356,122484.7857,167.053,105369.185,241.8296,53.6731,33.1468,Non-Seizure
753747.2603,0.036792,299445.346,74.9635,310701.7448,61.4238,224232.1983,18.8562,69.6587,46.1191,Non-Seizure
1576762.0211,0.0046743,197636.1859,1.1611,194385.6945,-557.9255,161395.1981,3.6357,53.3333,38.5025,Non-Seizure
637623.9312,0.38389,219941.0332,62.0703,213525.2926,-230.6344,154134.1942,46.1828,57.6058,36.6141,Non-Seizure
380453.1092,-0.73035,462685.0998,-31.9173,379923.9387,144.3429,269654.235,6.931,82.1787,49.298,Non-Seizure
202761.6115,0.74768,55798.2778,313.8244,49320.616,-12.0355,58641.0528,-8.024,29.9835,20.3386,Non-Seizure
272069.1952,-1.5319,37517.5143,5.1093,35889.1573,53.2792,51418.1829,-6.4238,25.3798,16.8679,Non-Seizure
568053.0935,-1.6447,105821.1116,13.6583,79436.9128,-1.3296,92210.6942,-1.7927,41.272,29.1622,Non-Seizure
210718.8651,-0.5796,13459.1605,0.76753,16996.4287,629.9981,14885.2571,157.9181,25.5412,14.6851,Non-Seizure
220032.9824,1.305,4291.5256,-75.8353,11488.6488,220.9813,9468.0999,9.1761,24.8617,16.0274,Non-Seizure
90128.0358,-3.5009,21343.9135,-13.6955,25702.9621,-2141.2062,18555.615,-2.8151,23.6046,15.2094,Non-Seizure
59826.3458,-2.2546,3369.3258,70.8964,5958.0123,-1.5392,6517.9069,1.0742,17.9562,10.2018,Non-Seizure
22292.0238,-2.4197,2761.1993,-7.6961,4540.9375,21.7922,4879.5199,19.3357,12.4861,7.4783,Non-Seizure
34310.4301,-1.8892,2775.9751,-78.0251,4786.7951,-205.4937,5529.0177,-11.1346,13.6837,8.1882,Non-Seizure
79600.6799,-1.7715,2023.3379,70.9381,3513.0354,-69.872,3405.4206,-1.4388,20.8781,11.2195,Non-Seizure
167678.9913,-2.2457,14709.9836,17.122,36046.2624,12.1784,35128.7937,20.5,31.8777,19.6755,Non-Seizure
468535.6859,4.7762,12944.2402,-37.3883,25942.0334,-83.4537,25594.9495,-6.0985,47.4216,28.1302,Non-Seizure
806803.3621,-0.00082367,27251.1133,-553.703,28931.1505,-20.9726,30174.475,-10.2643,46.5382,33.9901,Non-Seizure
1010262.9672,6.8658,13758.7352,12.2453,19317.2817,293.4765,20143.0052,-19.887,47.9397,32.9493,Non-Seizure
849989.6528,-1.728,23787.0916,25.8492,42527.0611,-27.6382,39276.6454,-15.1001,52.6283,35.874,Non-Seizure
670315.3171,-0.91346,23872.9772,29.1547,49024.1289,-25.2207,36569.3154,33.8946,42.0194,28.8919,Non-Seizure
627968.5892,-11.8868,12416.3942,-68.725,28224.3317,3.9612,25113.0829,-25.8825,44.3128,25.3783,Non-Seizure
1428275.7079,0.44636,9590.4799,-52.4145,24004.8126,742.8202,24134.0898,241.4021,57.6737,37.4712,Non-Seizure
364252.4122,0.49248,7002.0791,13.6042,16658.8215,2527.5121,13521.4522,9.3808,22.9761,13.3909,Non-Seizure
608518.2859,1.0151,5221.9014,17.5166,11423.1064,110.001,10772.9813,26.5577,35.2668,20.9755,Non-Seizure
381868.9129,1.2708,4704.1208,22.0502,11648.5942,-58.3463,10909.5539,-8.5766,18.865,12.249,Non-Seizure
148750.2356,-1.0246,4868.2805,-46.352,12315.5317,58.1159,11038.891,98.1967,23.5452,13.7456,Non-Seizure
476611.8146,0.1197,5959.1097,24.7269,11542.2599,-15.8348,11098.8844,0.19449,26.8663,15.0672,Non-Seizure
1105404.8752,-2.4397,5296.174,61.4416,10720.516,231.7209,11512.467,-32.2584,21.3367,16.9649,Non-Seizure
754542.8261,-0.57465,2797.5029,227.5397,6820.8559,60.1376,8031.1442,-5.2598,38.9361,28.1085,Non-Seizure
123446.8056,-0.97982,2142.1338,44.4626,6165.3411,26.2701,5916.0511,-10.4955,16.9539,11.0018,Non-Seizure
938240.1478,3.4943,2165.4738,12.7782,5259.3996,4.8755,6309.6121,11.8928,33.3981,28.4776,Non-Seizure
1104330.538,10.2283,3102.5859,-76.3165,9305.7852,644.2671,10075.6763,7.4757,40.2357,28.4457,Non-Seizure
173496.7937,-1.5737,4971.199,50.1811,11462.218,10.4967,12044.4686,-3.2535,15.2551,9.8403,Non-Seizure
1665227.6796,-30.3341,4277.2827,-91.0824,10793.9227,63.9352,15033.9979,1.9634,53.9619,43.7843,Seizure
616585.1532,3.8606,4279.0848,-94.2099,12781.8858,35.9061,17799.5922,44.0862,45.9521,28.3657,Seizure
1208433.1485,0.13964,6935.4535,-12.1155,19820.2974,54.3984,22045.7558,-8.764,50.3265,34.0311,Seizure
1748275.7017,1.6704,8985.1146,-33.108,21952.5432,-7.5286,26603.3853,15.868,56.4591,46.0365,Seizure
469600.1389,-0.36593,8908.4577,-31.5935,18350.2893,-19.5431,21653.2236,-11.3258,37.662,22.7912,Seizure
2340560.3021,-3.5482,8891.0705,24.7666,18051.1726,-7.6993,26930.3161,3.3173,82.6883,56.2326,Seizure
915212.6954,0.33163,46374.8748,-28.949,150423.1655,184.1277,130512.4307,17.5813,71.7397,44.6685,Seizure
2319051.5971,-1.1379,35455.7538,19.1603,66712.1915,-76.156,90538.9363,2.2418,99.846,57.8553,Seizure
4104838.3415,-0.1171,42811.4932,-126.0293,134667.3855,1.5809,163131.9803,2.1868,122.1766,77.9917,Seizure
2277852.0062,267.3337,115967.5332,503.8283,203200.5632,104.1019,280230.8085,-6.2768,92.2525,59.9581,Seizure
1623678.419,0.39864,35858.1515,-4.1793,75385.8994,-75.6275,91020.446,-13.3631,95.3952,52.8108,Seizure
1305120.8624,6.1067,50500.5153,9.2803,129819.4433,-76.2393,93139.5508,-2.0015,82.0343,45.4345,Seizure
1421443.8603,-0.10314,112427.6428,-7.8637,364175.3469,-24.0438,198125.3898,1.5021,73.0137,50.3533,Seizure
6136965.8912,0.96693,587554.5581,4.0347,1392028.6506,-417.7132,1507564.6494,-4.6897,145.2461,99.6776,Seizure
1364404.6722,382.3125,391964.3785,-3.1693,975692.4439,4.2089,649271.7593,-8.2365,106.5562,69.0411,Seizure
2200764.5893,-2.4497,717262.8422,3.6378,1301251.4292,-7.3695,990683.3671,60.1381,140.4725,89.2608,Seizure
4803939.7794,-4.2041,559578.6058,29.4095,1304987.1353,-418.6423,962842.4594,8.3344,161.4864,96.0749,Seizure
4147364.0533,-15.2931,598570.2617,-30.0391,1153076.866,34.7218,1031687.9061,-46.8092,184.8872,108.6401,Seizure
3917956.4311,-1.3557,533868.7693,-12.692,1303931.8321,54.9096,914349.346,0.19322,147.429,91.4527,Seizure
3149637.5535,-0.95671,656422.2157,4.6239,1275249.7583,-18.2826,860604.0633,-1.2397,154.3685,93.685,Seizure
2328320.1458,0.72959,604454.2711,17.4264,1070445.896,-29.0487,781060.5211,6.4299,144.4561,86.3468,Seizure
2491364.6885,-1.7527,468813.3549,-84.4035,774478.5997,-84.8019,679486.8285,0.31339,140.6084,88.5807,Seizure
2167568.1151,1.2366,416394.8803,52.5969,795362.2925,109.4361,526130.1744,45.4561,125.6336,76.4374,Seizure
3468606.5591,3.175,379874.8094,-203.461,918791.1569,33.5516,550163.5425,17.9912,146.1209,91.8145,Seizure
1773078.0132,1.6035,269349.8788,21.0434,517278.2768,43.2674,407112.1445,-3.0374,104.5092,63.8695,Seizure
1370710.6181,0.2635,151899.453,-18.1578,276310.7904,57.4847,267611.1433,-9.4686,78.4074,51.041,Seizure
2428233.9739,6.8272,125383.3279,-3.6311,236846.4698,0.45709,246993.0772,-3.5909,118.2014,71.1947,Seizure
2111431.4511,7.8356,189556.033,554.8918,289404.3997,45.316,228402.6696,9.6088,92.278,56.3154,Seizure
3031637.0103,1.1871,117903.9312,4.9836,131167.9334,-41.7371,163498.179,25.8287,103.8637,66.1931,Seizure
2274366.3728,3.1148,153929.3208,-48.0623,308713.0461,-9.2847,300528.3587,51.629,94.8176,57.1321,Seizure
1852868.7546,1.3653,104644.9396,6.958,223563.6263,19.0102,241524.0814,2.1916,101.4259,60.5035,Seizure
1177413.5512,1.1767,42455.2496,90.1811,75178.4739,-153.081,67636.464,-1.2235,67.1275,39.2325,Seizure
1655455.1282,3.7929,62296.5886,-17.2409,141653.3956,55.3262,139060.0587,-16.0551,95.081,62.1802,Seizure
1784382.86,-0.76169,90106.4306,-4.2723,158030.0394,29.2803,151388.7284,-0.57077,81.6011,49.9167,Seizure
1684333.1735,4.8514,119738.7466,-23.7287,268754.9369,114.2333,194803.6865,-48.6615,98.0963,56.2821,Seizure
2524105.0091,-1.3482,160732.5287,-4.991,313951.8861,-68.799,219644.9407,9.1467,107.5246,63.346,Seizure
3190447.5442,22.6067,95884.0259,150.4889,200977.2375,7.4277,154272.1271,-20.6142,106.6157,63.9628,Seizure
6150267.4748,-4.7517,68548.6045,-21.3628,151950.951,102.9697,189224.672,3.0882,111.8225,66.8066,Seizure
2205225.0135,0.59069,69107.2423,-31.7085,143579.8325,-15.8765,110686.8199,3.0985,90.4603,53.2657,Seizure
2023317.8781,1.6083,43474.4518,0.17644,104510.1405,-80.9804,118122.3574,11.5315,78.0252,46.1799,Seizure
1604521.9909,-1.144,114276.4984,8.7123,210430.495,-58.5173,189234.1194,-39.1181,89.9082,56.0868,Seizure
3306150.1042,-2.7895,140741.8812,2.7596,179082.4879,37.0878,193829.6976,-3.8956,112.1113,74.9487,Seizure
2563162.9818,-10.6016,62231.8031,-251.8809,125399.4227,64.6217,157235.3999,2258.8588,92.6262,56.3752,Seizure
2991422.639,0.70759,51609.7749,-23.224,96948.5314,-56.4967,102281.4437,-7.896,117.2671,72.4102,Seizure
2952876.8763,1.1465,88753.4117,-29.8245,114886.6109,8.3619,90812.8424,12.2474,84.5995,57.0177,Seizure
6881659.0737,5.2466,58430.4132,13.504,117717.9341,-59.7046,126799.5801,1.6355,86.4511,53.1993,Seizure
2284924.3871,68.8094,87367.3465,-618.9173,166222.8239,34.5755,183068.4223,-54.9802,107.5925,62.2245,Seizure
2037307.0294,-6.9076,64146.1937,-477.329,217200.4701,-121.4436,165046.8387,-8.2484,101.7317,58.4787,Seizure
2236239.2418,-1.3508,74234.9282,-2.9567,201324.0994,-13.3217,163812.8116,17.626,114.9907,67.4926,Seizure
2536956.2666,4.1601,43324.5713,-39.6551,117045.4727,49.2359,119264.3751,-107.7059,90.112,54.2135,Seizure
3268861.747,-4.4179,50885.0497,-12.0313,93024.952,87.0596,114873.6629,-37.352,124.368,81.1489,Seizure
4510982.8439,1.5564,56554.2543,-5.7992,159562.3773,39.6733,120939.195,-9.2714,119.5604,76.2023,Seizure
5576871.9728,1.3828,64542.0302,99.7826,209665.3746,-5.0641,153385.2842,17.1025,115.959,71.9394,Seizure
1562089.5769,0.81676,55358.7626,36.1071,170910.6575,31.2322,136997.4941,-0.78459,91.5135,56.0735,Seizure
3931554.351,-0.94175,38475.6493,-0.73122,66415.989,-284.7054,75318.5836,88.9872,121.1998,76.5078,Seizure
2298054.9487,-0.88385,32314.0291,21.4102,95333.0342,-104.6104,67434.5795,-5.0936,84.5145,50.4806,Seizure
2741781.4385,6.3779,19959.4506,-25.8958,57986.1101,93.419,60376.5972,1.1181,131.8936,69.5987,Seizure
5176776.9876,2.0901,15401.4374,62.253,29875.5591,-20.6911,45366.6867,37.8377,139.1219,79.2552,Seizure
12413582.7122,1.102,14823.3725,57.4334,38323.8885,-17.1549,52928.4331,-16.5731,116.613,72.9146,Seizure
1627462.4216,-2.0353,36453.4275,-26.5848,83852.023,-511.0492,121648.4742,-276.6893,86.9013,52.4946,Seizure
3998199.7501,-0.47321,19534.5578,-51.8653,37099.5836,40.2211,50337.0433,-31.8999,141.7466,83.8787,Seizure
5734052.5942,-0.29475,32883.448,-372.3352,54498.0673,-23.351,57162.5665,4.8581,140.447,84.5982,Seizure
3347692.3547,-5.261,37025.8964,23.4824,44017.2806,-148.1051,65025.4739,12.0705,110.2851,68.7433,Seizure
4037650.2181,3.0762,6080.892,-2.663,12512.9042,-28.279,20828.7004,10.075,134.0511,72.2028,Seizure
2088129.3423,30.3405,30852.5776,-11.7805,44912.8134,-23.8583,57665.2826,-1.1918,83.869,50.791,Seizure
952156.4796,1.2122,14454.3893,0.99018,28123.9366,-34.1742,30683.6857,23.4812,42.0194,26.2253,Non-Seizure
265102.3028,0.86425,5711.5644,-127.1642,17892.1788,-4.9544,21132.012,5.0318,22.8317,14.0133,Non-Seizure
272964.9808,-20.1069,4621.4685,-5.8054,13336.368,471.2693,15373.4017,4.1697,25.125,18.165,Non-Seizure
120082.1542,0.74846,5633.8355,1905.5975,19410.3554,17.634,20067.2124,426.0279,21.0394,12.7626,Non-Seizure
89980.9011,1.511,3891.7143,64.3198,14838.1573,-180.792,13162.1937,-6.8605,16.6311,9.9204,Non-Seizure
97718.9564,6.1969,3955.2262,0.39622,12516.9812,-100.1208,14107.9637,-2.3628,16.818,9.8322,Non-Seizure
81272.7982,-20.0017,4432.4412,134.3565,16153.0331,0.68565,15397.0222,-4.609,23.3158,13.4844,Non-Seizure
31148.2241,3.9878,4132.795,25.4556,12943.2338,8.4658,14188.7165,8.6352,16.2064,10.0203,Non-Seizure
19594.2534,-0.15244,4413.6765,-5.4722,18237.4899,-11.1943,13717.7067,79.3292,17.6928,10.7102,Non-Seizure
280699.8806,27.6037,3395.7171,-24.437,10522.3755,99.5874,14914.7964,4.6988,19.0773,18.0081,Non-Seizure
316192.568,-0.78216,3766.718,40.1915,11709.0823,57.2748,14753.7238,17.5278,19.1113,11.6002,Non-Seizure
27013.9752,-2.5627,3930.1967,504.3413,12875.2442,2.449,15888.763,-18.6767,16.8944,10.0013,Non-Seizure
964563.0628,-1.3499,4697.3825,163.684,16785.431,21.45,21978.8374,9.6502,49.6725,33.2864,Non-Seizure
1708000.3683,5.7505,6220.467,-1777.2371,22644.4004,-39.0854,25337.2888,4.7329,61.5385,47.8415,Non-Seizure
67258.872,0.20393,4707.2275,0.62401,17981.837,92.1901,16885.296,-2.0218,17.472,10.5452,Non-Seizure
55636.828,-1.455,6095.7549,-166.3261,16215.0653,7.7721,21476.2047,-22.563,18.3469,11.2989,Non-Seizure
50826.3802,-5.0198,6329.0829,20.7299,12872.4944,-18.1426,20672.5641,3.3386,17.4465,10.8418,Non-Seizure
39004.7536,-4.7302,7766.5201,-12.7959,24990.4713,-29.5572,22190.5195,-12.9771,19.9777,12.2103,Non-Seizure
41726.9172,-4.3409,6951.3243,-11.2926,18337.3329,3.5279,25015.8323,2.5558,21.7529,12.9608,Non-Seizure
33720.1292,6.3701,6342.1544,3.598,14861.9815,14.9709,25654.1907,3.9827,18.4063,11.0989,Non-Seizure
43763.3437,-4.0756,6090.8076,-23.7078,16688.0123,72.3815,21062.5516,-108.7942,19.1538,11.5922,Non-Seizure
178593.9081,-1.9686,5369.1544,4.6486,22822.1317,10.0279,20982.5064,-11.6017,20.4449,15.6024,Non-Seizure
331938.0419,-1.8448,6182.4684,0.19321,19553.9335,58.7337,22433.7661,-7.959,27.5118,18.4032,Non-Seizure
1244757.8621,-6.0219,7341.7106,122.9633,26824.3567,189.2555,27024.0823,-12.9148,31.5379,35.1332,Non-Seizure
1211697.7681,-2.7667,3910.2574,-16.5532,15253.7949,-12.7072,17740.7908,-6.073,66.2271,37.6747,Non-Seizure
3139429.4329,1.6835,5064.2802,167.6908,14815.1551,15.6107,18934.6553,-2.4941,44.3383,40.6249,Non-Seizure
4159284.032,0.19093,16097.7669,-5.419,32939.9776,146.9164,44597.6607,-7.5937,46.8864,31.0203,Non-Seizure
373038.8725,-5.8523,3814.9935,3.2401,12904.0202,102.4093,13212.9776,-1.0877,21.3792,12.8793,Non-Seizure
200092.4024,-4.8533,4992.1564,37.6725,14111.001,142.4787,26396.2416,12.2759,23.1969,15.8063,Non-Seizure
421273.5925,-0.01479,8417.4721,-151.1547,26848.7266,-84.1897,24323.004,-1.9825,28.7519,19.3145,Non-Seizure
339961.6098,-1.3455,3328.1752,204.9322,6457.3371,61.656,8347.2486,8.4228,24.7003,16.6543,Non-Seizure
59696.6529,-20.9244,3556.959,-0.30886,11313.3673,-53.4039,12194.6379,-9.0642,18.5083,11.2837,Non-Seizure
47689.3362,-13.2685,3484.4279,-136.0984,11231.0859,-2006.6361,15704.1025,-4.8693,17.2002,10.4815,Non-Seizure
444335.7477,2.2826,9027.4975,29.902,37696.6116,-186.2498,26023.7549,7.0573,39.106,25.2143,Non-Seizure
2038720.4347,2.6588,13977.6775,226.8024,49063.2448,-135.0765,43649.4497,-1.5726,52.1357,45.8511,Non-Seizure
1284805.9376,-1.0311,5039.7979,-114.3829,13565.2775,60.8977,12245.8224,32.8506,27.8176,18.4528,Non-Seizure
286625.4141,-10.7491,15356.4945,-11.8915,28441.9792,-4008.942,30051.2682,-9.2202,37.9423,22.0623,Non-Seizure
1019145.5588,-1.6409,6466.8572,-1.2638,18531.6411,28.361,19863.7641,12.3711,40.4141,31.8142,Non-Seizure
232153.509,-2.6538,4071.3379,-66.7024,12927.2134,59.9736,14992.8064,-20.7758,26.3566,16.5691,Non-Seizure
1098054.4342,2.3316,5029.1088,-372.7118,11748.3675,-94.1625,20306.0579,-5.129,52.6623,30.1571,Non-Seizure
1941379.9659,3.1052,4930.0538,8.1401,11460.6024,7.8004,24187.131,45.9745,87.5978,59.9114,Seizure
2516271.9688,1.0856,14581.2832,-2561.7483,27086.3397,14.2278,34598.3956,-10.0003,85.5593,54.7199,Seizure
1976121.4958,62.4483,121864.8277,67.6093,155690.9599,-65.3305,106224.4178,-4.9871,92.3459,57.4754,Seizure
2921734.8023,-0.016844,79789.845,13.1751,153439.1384,18.8493,115812.8495,1.2459,95.4037,56.0792,Seizure
1605904.0013,-1.0437,27776.2994,-253.9932,75324.5859,18.9688,61241.4534,-5.5566,93.4586,51.3242,Seizure
1544444.5774,18.9904,50112.9608,26.8415,104438.6358,-100.8672,101649.9834,-3.8158,97.1705,54.0947,Seizure
2025072.1733,-0.68192,61909.1898,-94.0215,116163.4585,11.8199,85413.657,-109.3734,83.6142,49.2852,Seizure
3261623.5153,0.38385,277404.0643,-11.0595,431936.3594,-13.5889,304668.2069,24.2866,106.3694,68.2433,Seizure
3974445.9752,0.24446,95695.1798,49.2228,199075.4012,7.4175,143638.2393,-13.5617,98.9797,62.0654,Seizure
3156115.2215,3.2591,233391.4845,-19.5176,327092.3241,19.8615,397114.8626,21.4786,110.5909,72.8742,Seizure
6217689.4401,0.75412,347700.2161,-3.0117,706334.8355,71.156,555667.1888,7.335,108.1361,67.4846,Seizure
2640093.1739,-0.57278,591182.4596,22.8849,1343915.2529,-47.026,1299260.7537,-2.9168,152.1176,95.8708,Seizure
3841768.1228,5.8238,396666.8197,150.1565,835829.1124,23.4873,675905.3666,-6.4551,145.9935,89.9857,Seizure
3853370.5432,0.34251,424532.6781,-177.1189,840869.8593,93.8756,645013.3375,-15.2314,144.2693,87.9298,Seizure
1814645.4185,2.0286,246801.6617,-170.6676,557027.8668,-28.5152,555316.5629,-1.8809,120.1295,72.6845,Seizure
3114038.0712,0.075176,259455.4216,-7.5793,613224.7504,-5936.7832,385710.4475,6.1305,124.8437,81.6416,Seizure
2792244.8803,1.8655,302124.1384,-4.3774,551246.7191,-44.8602,504837.1085,-21.1366,149.9262,87.2172,Seizure
1927466.134,41.0678,245899.817,1314.4009,723267.4172,-224.4552,430186.1265,-19.8775,119.1782,71.3202,Seizure
2105378.4751,0.29883,216694.7106,24.0129,522763.3416,13.6476,493226.8341,-4.1959,122.287,73.4754,Seizure
2738689.6009,-483.6791,155689.0536,-4.7401,334057.427,7.049,275544.8174,4.9642,120.1975,73.6713,Seizure
3310720.3899,2.4339,159362.6427,19.3167,339852.2102,-10.471,364433.3439,0.70457,102.6236,67.5399,Seizure
4761121.9843,4.043,211030.5226,26.0843,524325.9986,20.6002,341975.2581,-9.7663,105.3161,63.9273,Seizure
2258028.6571,1.6337,169884.293,-26.4194,484882.1143,44.4285,340175.8696,70.6615,127.876,74.7225,Seizure
1697266.2537,-2.9032,98941.4746,61.7563,290223.2074,-12.3845,205316.8768,-45.0398,87.8951,52.699,Seizure
922516.6154,-7.6924,87135.733,-15.8253,240011.4216,-7.0745,203588.0745,22.6624,87.326,51.9751,Seizure
